CÓDIGO CIE;Código INEP;ESCOLA;DIRETORIA;MUNICÍPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MÉDIO
9155;35009155;LUIZA COLLACO QUEIROZ FONSECA PROFESSORA                    ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,95;2,50
9167;35009167;JOAQUIM MOREIRA BERNARDES PROFESSOR                         ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,85;1,99
9180;35009180;AMADEU OLIVERIO PROFESSOR                                   ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;;4,53
9210;35009210;MARIA IRACEMA MUNHOZ                                        ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,27;2,81
9234;35009234;LAURO GOMES DE ALMEIDA                                      ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4,63;
9246;35009246;CARLOS PEZZOLO PROFESSOR                                    ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,54;2,54
9258;35009258;YOLANDA NORONHA DO NASCIMENTO PROFESSORA                    ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,83;
9261;35009261;JOAO RAMALHO                                                ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4,71;3,84
9283;35009283;20 DE AGOSTO                                                ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,44;2,79
9295;35009295;WALLACE COCKRANE SIMONSEN                                   ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,93;3,22
9313;35009313;RUDGE RAMOS                                                 ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4,84;
9325;35009325;ANESIA LOUREIRO GAMA PROFESSORA                             ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4,39;4,19
9337;35009337;CYNIRA PIRES DOS SANTOS PROFESSORA                          ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,82;2,92
9350;35009350;MARIA TRUJILO TORLONI                                       ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,82;3,83
9404;35009404;JOANA MOTTA PROFESSORA                                      ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,34;3,46
9416;35009416;LAURA LOPES                                                 ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,33;2,50
9436;35009436;EDGAR ALVES DA CUNHA PROFESSOR                              ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;4,10;2,44
9441;35009441;ALFREDO BURKART PROFESSOR                                   ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,58;3,20
9453;35009453;ALEXANDRE GRIGOLLI PADRE                                    ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,44;2,55
9465;35009465;YOLANDA ASCENCIO PROFESSORA                                 ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;4,12;3,51
9477;35009477;MARIA DA CONCEICAO MOURA BRANCO PROFESSORA                  ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,88;3,29
9573;35009573;BONIFACIO DE CARVALHO CORONEL                               ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;2,98;2,25
9581;35009581;IDALINA MACEDO COSTA SODRE DONA                             ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,68;3,07
9635;35009635;MARIA ALICE CRISSIUMA MESQUITA DONA                         ;CARAPICUIBA;CARAPICUIBA;5,13;3,11;
9647;35009647;FLORA STELLA PROFESSORA                                     ;CARAPICUIBA;CARAPICUIBA;5,02;;
9659;35009659;BENEDITO DE LIMA TUCUNDUVA DOUTOR                           ;CARAPICUIBA;CARAPICUIBA;;2,41;1,78
9660;35009660;ESMERALDA BECKER FREIRE DE CARVALHO PROFESSORA              ;CARAPICUIBA;CARAPICUIBA;4,62;3,11;2,03
9672;35009672;JOSUE MATTOS DE AGUIAR                                      ;CARAPICUIBA;CARAPICUIBA;4,23;3,24;
9696;35009696;ALBERTO KENWORTHY                                           ;CARAPICUIBA;CARAPICUIBA;5,63;2,81;1,98
9702;35009702;OSVALDO ELCI PROFESSOR                                      ;CARAPICUIBA;CARAPICUIBA;4,82;;
9714;35009714;RICARDINA CAMPELLO FONSECA RODRIGUES                        ;CARAPICUIBA;CARAPICUIBA;4,99;;
9726;35009726;MARIO SALES SOUTO ENGENHEIRO                                ;CARAPICUIBA;CARAPICUIBA;5,12;2,94;
9738;35009738;HADLA FERES PROFESSORA                                      ;CARAPICUIBA;CARAPICUIBA;;2,78;1,60
9748;35009748;IGNEZ DOS SANTOS SILVA                                      ;CARAPICUIBA;CARAPICUIBA;5,24;;
9751;35009751;TOUFIC JOULIAN                                              ;CARAPICUIBA;CARAPICUIBA;;;2,55
9763;35009763;AMOS MEUCCI                                                 ;CARAPICUIBA;CARAPICUIBA;;2,78;2,33
9787;35009787;IVANI MARIA PAES PROFESSORA                                 ;ITAPEVI;BARUERI;;;2,50
9799;35009799;CAIO PRADO JUNIOR DEPUTADO                                  ;ITAPEVI;BARUERI;;;2,39
9817;35009817;VICTORIO FORNASARO                                          ;CARAPICUIBA;CARAPICUIBA;7,38;3,51;3,03
9830;35009830;REPUBLICA DO EQUADOR                                        ;ITAPEVI;BARUERI;;;2,79
9842;35009842;DIVA DA CUNHA BARRA PROFESSORA                              ;CARAPICUIBA;CARAPICUIBA;;2,61;2,48
9854;35009854;WILLIAN RODRIGUES REBUA PROFESSOR                           ;CARAPICUIBA;CARAPICUIBA;;;4,28
9878;35009878;ALAYDE DOMINGUES COUTO MACEDO PROFESSORA                    ;ITAPEVI;BARUERI;;;2,40
9885;35009885;EDGARD DE MOURA BITTENCOURT DESEMBARGADOR                   ;CARAPICUIBA;CARAPICUIBA;;3,97;
9891;35009891;JOSE WILSON PADINHA PROFESSOR                               ;ITAPEVI;BARUERI;;;2,24
9912;35009912;ALDEIA DE BARUERI                                           ;ITAPEVI;BARUERI;;;3,21
9921;35009921;JOSE DOMINGOS DA SILVEIRA PROFESSOR                         ;ITAPEVI;BARUERI;;;1,60
9945;35009945;CARLOS ALBERTO PEREIRA                                      ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,74;
9957;35009957;PORCINO RODRIGUES PROF                                      ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,60;3,45
9970;35009970;ISABEL A REDENTORA                                          ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;2,89;2,51
9982;35009982;MATILDE MARIA CREMM                                         ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,15;2,70
9994;35009994;SEBASTIAO DE MORAES CARDOSO                                 ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,48;3,03
10005;35010005;JOAO BAPTISTA DE OLIVEIRA                                   ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,45;
10017;35010017;MARIANINHA QUEIROZ PROFESSORA                               ;ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA;;3,29;2,77
10029;35010029;ANGENOR DE OLIVEIRA POETA                                   ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,88;2,96
10030;35010030;ODETTE DE SOUZA CARVALHO MADRE                              ;TABOAO DA SERRA;EMBU DAS ARTES;;3,20;2,74
10042;35010042;BRASILINA VALENTE                                           ;TABOAO DA SERRA;EMBU DAS ARTES;4,92;;
10054;35010054;MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA               ;TABOAO DA SERRA;EMBU DAS ARTES;;2,31;1,76
10066;35010066;SOLANO TRINDADE                                             ;TABOAO DA SERRA;EMBU DAS ARTES;;2,16;1,63
10078;35010078;ELIZETE DE OLIVEIRA BERTINI                                 ;TABOAO DA SERRA;EMBU DAS ARTES;4,88;;
10091;35010091;PAULO CHAGAS NOGUEIRA ENGENHEIRO                            ;TABOAO DA SERRA;EMBU DAS ARTES;;2,20;1,84
10121;35010121;EULALIA MALTA PROFESSORA                                    ;TABOAO DA SERRA;EMBU DAS ARTES;;4,03;2,32
10133;35010133;MARIA AUXILIADORA                                           ;TABOAO DA SERRA;EMBU DAS ARTES;;3,01;2,58
10145;35010145;IRIA KUNZ IRMA                                              ;TABOAO DA SERRA;EMBU DAS ARTES;5,03;2,85;2,07
10157;35010157;OREDO RODRIGUES DA CRUZ                                     ;ITAPECERICA DA SERRA;JUQUITIBA;;3,80;2,43
10169;35010169;LAURITA ORTEGA MARI                                         ;TABOAO DA SERRA;TABOAO DA SERRA;;2,61;1,87
10170;35010170;JULIETA CALDAS FERRAZ PROFESSORA                            ;TABOAO DA SERRA;TABOAO DA SERRA;;3,73;
10182;35010182;ANTONIO RUY CARDOSO PROFESSOR                               ;TABOAO DA SERRA;TABOAO DA SERRA;;3,43;1,65
10194;35010194;ALIPIO DE OLIVEIRA E SILVA PROFESSOR                        ;TABOAO DA SERRA;TABOAO DA SERRA;;3,53;2,26
10236;35010236;REYNALDO DO NASCIMENTO FALLEIROS DOUTOR                     ;TABOAO DA SERRA;TABOAO DA SERRA;;2,87;2,21
10248;35010248;JOAO CALY PROFESSOR                                         ;TABOAO DA SERRA;TABOAO DA SERRA;5,14;3,11;3,53
10259;35010259;ANTONIO INACIO MACIEL                                       ;TABOAO DA SERRA;TABOAO DA SERRA;5,16;3,58;2,67
10261;35010261;ALMIR PEREIRA BAHIA REVERENDO                               ;TABOAO DA SERRA;TABOAO DA SERRA;;3,45;2,59
10273;35010273;MARIA ANDRE SCHUNCK DONA                                    ;ITAPECERICA DA SERRA;EMBU-GUACU;;3,34;2,61
10285;35010285;PASCHOAL CARLOS MAGNO                                       ;ITAPECERICA DA SERRA;EMBU-GUACU;;3,79;2,92
10297;35010297;ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA               ;TABOAO DA SERRA;TABOAO DA SERRA;;3,49;3,32
10315;35010315;IRACEMA BELLO ORICCHIO DOUTORA                              ;TABOAO DA SERRA;EMBU DAS ARTES;7,25;3,62;2,59
10327;35010327;JULIA DE CASTRO CARNEIRO                                    ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,00;2,08
10352;35010352;WANDYCK FREITAS JORNALISTA                                  ;TABOAO DA SERRA;TABOAO DA SERRA;;4,42;3,37
10364;35010364;DORVALINO ABILIO TEIXEIRA                                   ;ITAPEVI;JANDIRA;;2,53;1,96
10376;35010376;MARIA CRISTINA LOPES                                        ;ITAPEVI;JANDIRA;;2,73;1,59
10388;35010388;JOSE CHALUPPE                                               ;ITAPEVI;ITAPEVI;;2,45;1,55
10397;35010397;VICENTE THEMUDO LESSA PROFESSOR                             ;ITAPEVI;JANDIRA;;;3,27
10406;35010406;VALENCIO SOARES RODRIGUES                                   ;SAO ROQUE;VARGEM GRANDE PAULISTA;;3,06;1,99
10424;35010424;CELINA DE BARROS BAIRAO PROFESSORA                          ;ITAPEVI;ITAPEVI;;2,92;1,49
10431;35010431;AMERICO VALENTIN CHRISTIANINI                               ;ITAPEVI;ITAPEVI;;2,20;1,65
10443;35010443;NACIF AMIN CHALUPE                                          ;ITAPEVI;ITAPEVI;;2,60;2,83
10467;35010467;RAUL BRIQUET DOUTOR                                         ;ITAPEVI;ITAPEVI;;2,19;1,81
10479;35010479;CLARO CAMARGO RIBEIRO                                       ;ITAPEVI;ITAPEVI;;2,46;1,99
10480;35010480;DIMARAES ANTONIO SANDEI PROFESSOR                           ;ITAPEVI;ITAPEVI;;3,02;2,18
10492;35010492;VINICIUS DE MORAES                                          ;CARAPICUIBA;COTIA;;4,27;2,97
10509;35010509;FERNANDO NOBRE                                              ;CARAPICUIBA;COTIA;;3,31;
10510;35010510;CARLOS FERREIRA DE MORAES PROFESSOR                         ;CARAPICUIBA;COTIA;;3,23;1,87
10522;35010522;ANTONIETA DI LASCIO OZEKI PROFESSORA                        ;CARAPICUIBA;COTIA;;2,94;3,21
10534;35010534;ORLANDO ELLERO PROFESSOR                                    ;SAO ROQUE;VARGEM GRANDE PAULISTA;;3,74;3,05
10546;35010546;JARDIM SANTA ANGELA                                         ;CARAPICUIBA;COTIA;3,28;2,00;1,60
10558;35010558;IDOMINEU ANTUNES CALDEIRA                                   ;CARAPICUIBA;COTIA;;2,89;
10561;35010561;ZACARIAS ANTONIO DA SILVA                                   ;CARAPICUIBA;COTIA;;3,57;2,53
10571;35010571;JOSE BARRETO PROFESSOR                                      ;CARAPICUIBA;COTIA;;2,74;2,08
10583;35010583;ODAIR PACHECO PEDROSO PROFESSOR                             ;CARAPICUIBA;COTIA;;2,58;2,36
10595;35010595;BATISTA CEPELOS                                             ;CARAPICUIBA;COTIA;;2,71;2,08
10601;35010601;ROQUE CELESTINO PIRES                                       ;CARAPICUIBA;COTIA;;2,67;2,00
10613;35010613;CANDIDO RONDON MARECHAL                                     ;ITAPEVI;ITAPEVI;;2,43;2,10
10625;35010625;ANA MACIEIRA DE OLIVEIRA                                    ;CARAPICUIBA;COTIA;;3,59;
10637;35010637;PAULO SOARES DA SILVA                                       ;SAO ROQUE;VARGEM GRANDE PAULISTA;;3,86;3,27
10649;35010649;HENRIQUE SAMMARTINO ALFERES                                 ;ITAPEVI;JANDIRA;;3,01;2,55
10650;35010650;JOSE NEYDE CESAR LESSA DOUTOR                               ;ITAPEVI;ITAPEVI;;2,55;2,22
10662;35010662;OSWALDO SAMMARTINO                                          ;ITAPEVI;JANDIRA;;1,74;1,50
10674;35010674;ELOI LACERDA PROF                                           ;OSASCO;OSASCO;;2,39;1,88
10686;35010686;ERNESTO THENN DE BARROS PROFESSOR                           ;OSASCO;OSASCO;;2,32;2,29
10716;35010716;JOSE MARIA RODRIGUES LEITE PROFESSOR                        ;OSASCO;OSASCO;;3,78;2,90
10728;35010728;ALCYR OLIVEIRA PORCIUNCULA PROFESSOR                        ;OSASCO;OSASCO;;2,41;2,18
10741;35010741;ROSA BONFIGLIOLI                                            ;OSASCO;OSASCO;;3,00;1,90
10789;35010789;JOSE LIBERATTI PROFESSOR                                    ;OSASCO;OSASCO;;3,24;3,00
10790;35010790;FRANCISCA LISBOA PERALTA PROFESSORA                         ;OSASCO;OSASCO;;1,95;1,85
10807;35010807;ANTONIO PAIVA DE SAMPAIO CORONEL                            ;OSASCO;OSASCO;;2,35;1,51
10820;35010820;FANNY MONZONI SANTOS PROFESSORA                             ;OSASCO;OSASCO;;3,10;2,55
10844;35010844;MARIA AUGUSTA SIQUEIRA PROFESSORA                           ;OSASCO;OSASCO;;2,51;2,15
10868;35010868;LUIZ LUSTOSA DA SILVA PROFESSOR DOUTOR                      ;OSASCO;OSASCO;;2,39;1,38
10873;35010873;JOAO BAPTISTA DE BRITO PROFESSOR                            ;OSASCO;OSASCO;;3,83;3,00
10881;35010881;AURELIANO LEITE DOUTOR                                      ;OSASCO;OSASCO;;2,67;1,54
10893;35010893;AMERICO MARCO ANTONIO DOUTOR                                ;OSASCO;OSASCO;;2,49;2,00
10900;35010900;BENEDICTO CALDEIRA PROFESSOR                                ;OSASCO;OSASCO;;3,17;3,18
10923;35010923;HELOISA DE ASSUMPCAO PROFESSORA                             ;OSASCO;OSASCO;;2,87;1,74
10947;35010947;ALICE VELHO TEIXEIRA PROFESSORA                             ;OSASCO;OSASCO;;3,00;2,43
10959;35010959;JULIA LOPES DE ALMEIDA                                      ;OSASCO;OSASCO;;3,19;2,40
10984;35010984;GLORIA AZEDIA BONETTI PROFESSORA                            ;OSASCO;OSASCO;;2,79;2,63
10996;35010996;GRACILIANO RAMOS                                            ;OSASCO;OSASCO;;2,91;2,19
11010;35011010;OGUIOMAR RUGGERI PROFESSOR                                  ;OSASCO;OSASCO;;2,85;1,90
11022;35011022;GUILHERME DE OLIVEIRA GOMES DEPUTADO                        ;OSASCO;OSASCO;;1,73;1,29
11034;35011034;TELMO COELHO FILHO MAJOR                                    ;OSASCO;OSASCO;;3,63;2,53
11058;35011058;LEONARDO VILAS BOAS                                         ;OSASCO;OSASCO;;2,07;1,69
11061;35011061;JOSUE BENEDICTO MENDES PROFESSOR                            ;OSASCO;OSASCO;;2,35;1,76
11083;35011083;VICENTE PEIXOTO PROFESSOR                                   ;OSASCO;OSASCO;;2,89;1,34
11095;35011095;ANTONIO RAPOSO TAVARES                                      ;OSASCO;OSASCO;;2,88;2,44
11113;35011113;FRANCISCO CASABONA PROFESSOR                                ;OSASCO;OSASCO;;2,45;1,60
11137;35011137;NEWTON ESPIRITO SANTO AYRES PROFESSOR                       ;OSASCO;OSASCO;;2,74;1,84
11149;35011149;LUCY ANNA CARROZO LATORRE PROFESSORA                        ;OSASCO;OSASCO;;3,18;2,22
11150;35011150;JOSE CELESTINO ARANHA                                       ;CARAGUATATUBA;UBATUBA;;3,18;
11162;35011162;FLORENTINA MARTINS SANCHEZ PROFESSORA                       ;CARAGUATATUBA;UBATUBA;;2,73;2,61
11186;35011186;SEMIRAMIS PRADO DE OLIVEIRA PROFESSORA                      ;CARAGUATATUBA;UBATUBA;;2,75;1,98
11198;35011198;AUREA MOREIRA RACHOU PROFESSORA                             ;CARAGUATATUBA;UBATUBA;;2,75;2,17
11204;35011204;PLINIO GONCALVES DE OLIVEIRA SANTOS                         ;CARAGUATATUBA;SAO SEBASTIAO;;;2,22
11216;35011216;DEOLINDO DE OLIVEIRA SANTOS CAPITAO                         ;CARAGUATATUBA;UBATUBA;;;2,39
11228;35011228;GABRIEL RIBEIRO DOS SANTOS DOUTOR                           ;CARAGUATATUBA;ILHABELA;;;2,35
11253;35011253;ESTEVES DA SILVA DOUTOR                                     ;CARAGUATATUBA;UBATUBA;;3,40;
11265;35011265;WALKIR VERGANI                                              ;CARAGUATATUBA;SAO SEBASTIAO;;;3,10
11289;35011289;MARIA JOSE DA PENHA FRUGOLI PROFESSORA                      ;CARAGUATATUBA;SAO SEBASTIAO;;;2,91
11290;35011290;EDUARDO CORREA DA COSTA JUNIOR DOUTOR                       ;CARAGUATATUBA;CARAGUATATUBA;;;3,83
11320;35011320;THOMAZ RIBEIRO DE LIMA                                      ;CARAGUATATUBA;CARAGUATATUBA;;;2,69
11332;35011332;ALCIDES DE CASTRO GALVAO                                    ;CARAGUATATUBA;CARAGUATATUBA;;;2,63
11368;35011368;MAISA THEODORO DA SILVA PROFESSORA                          ;CARAGUATATUBA;SAO SEBASTIAO;;;3,48
11373;35011373;NAIR FERREIRA NEVES PROFESSORA                              ;CARAGUATATUBA;SAO SEBASTIAO;;;2,74
11381;35011381;BENEDITO MIGUEL CARLOTA                                     ;CARAGUATATUBA;CARAGUATATUBA;;;2,82
11393;35011393;AVELINO FERREIRA                                            ;CARAGUATATUBA;CARAGUATATUBA;;;1,64
11400;35011400;ISMAEL IGLESIAS                                             ;CARAGUATATUBA;CARAGUATATUBA;;2,78;2,25
11423;35011423;HUMBERTO DE ALENCAR CASTELLO BRANCO MARECHAL                ;SANTOS;CUBATAO;;2,92;2,47
11435;35011435;AFONSO SCHIMIDT                                             ;SANTOS;CUBATAO;;2,68;2,15
11447;35011447;JACINTO DO AMARAL NARDUCCI PROF                             ;SANTOS;GUARUJA;3,57;;
11459;35011459;RENE RODRIGUES DE MORAES PROFESSOR                          ;SANTOS;GUARUJA;;1,72;2,47
11460;35011460;JOSE CAVARIANI PROFESSOR                                    ;SANTOS;GUARUJA;;2,43;1,71
11484;35011484;WALTER SCHEPIS PROFESSOR                                    ;SANTOS;GUARUJA;;3,36;1,45
11496;35011496;NOSSA SENHORA DOS NAVEGANTES                                ;SANTOS;GUARUJA;3,21;2,23;1,89
11502;35011502;THEREZA SILVEIRA DE ALMEIDA PROFESSORA                      ;SANTOS;GUARUJA;;3,15;2,71
11514;35011514;DINIZ MARTINS PROFESSOR                                     ;SANTOS;GUARUJA;;1,97;2,16
11526;35011526;EMIDIO JOSE PINHEIRO PROFESSOR                              ;SANTOS;GUARUJA;5,79;;
11538;35011538;PAULO CLEMENTE SANTINI                                      ;SANTOS;GUARUJA;3,01;2,35;2,35
11548;35011548;RAQUEL DE CASTRO FERREIRA PROFESSORA                        ;SANTOS;GUARUJA;;;2,45
11551;35011551;PHILOMENA CARDOSO DE OLIVEIRA PROFESSORA                    ;SANTOS;GUARUJA;2,27;;
11563;35011563;GALDINO MOREIRA PROFESSOR                                   ;SANTOS;GUARUJA;6,04;;
11575;35011575;MARCILIO DIAS                                               ;SANTOS;GUARUJA;;2,39;1,52
11587;35011587;VICENTE DE CARVALHO                                         ;SANTOS;GUARUJA;;;2,73
11605;35011605;ARMANDO BELLEGARD PROFESSOR                                 ;SANTOS;BERTIOGA;;3,27;2,61
11617;35011617;WILLIAM AURELI                                              ;SANTOS;BERTIOGA;;1,87;1,72
11629;35011629;JULIO CONCEICAO                                             ;SANTOS;CUBATAO;;4,04;
11630;35011630;LINCOLN FELICIANO                                           ;SANTOS;CUBATAO;5,62;3,92;
11642;35011642;ZENON CLEANTES DE MOURA PROFESSOR                           ;SANTOS;CUBATAO;4,55;1,82;1,76
11666;35011666;EDUARDO GOMES MARECHAL DO AR                                ;SANTOS;GUARUJA;4,99;3,47;3,14
11678;35011678;HUGO SANTOS SILVA DOUTOR                                    ;SANTOS;GUARUJA;5,10;4,30;
11685;35011685;JOSE DA COSTA PROFESSOR                                     ;SANTOS;CUBATAO;;2,41;2,01
11691;35011691;MARIA HELENA DUARTE CAETANO PROFESSORA                      ;SANTOS;CUBATAO;3,67;2,62;1,32
11708;35011708;AZEVEDO JUNIOR                                              ;SANTOS;SANTOS;;2,81;2,57
11721;35011721;SAO LEOPOLDO VISCONDE DE                                    ;SANTOS;SANTOS;;2,57;1,87
11757;35011757;LUIZA MACUCO DONA                                           ;SANTOS;SANTOS;;3,95;4,08
11770;35011770;BENEVENUTO MADUREIRA PROFESSOR                              ;SANTOS;SANTOS;;2,50;2,21
11782;35011782;SUETONIO BITTENCOURT JUNIOR PROFESSOR                       ;SANTOS;SANTOS;;6,33;3,99
11794;35011794;NEVES PRADO MONTEIRO                                        ;SANTOS;SANTOS;;3,46;2,38
11812;35011812;FERNANDO DE AZEVEDO PROFESSOR                               ;SANTOS;SANTOS;;4,45;3,46
11824;35011824;PRIMO FERREIRA PROFESSOR                                    ;SANTOS;SANTOS;;4,11;2,89
11836;35011836;CANADA                                                      ;SANTOS;SANTOS;;3,94;2,54
11848;35011848;BRAZ CUBAS                                                  ;SANTOS;SANTOS;;2,81;2,82
11861;35011861;PAULO FILGUEIRAS JUNIOR DOUTOR                              ;SANTOS;SANTOS;;3,06;
11873;35011873;LUIZ HIPOLITO PROFESSOR                                     ;AMERICANA;AMERICANA;6,18;;
11885;35011885;ALZIRA MARTINS LICHTI PROFESSORA                            ;SANTOS;SANTOS;;2,60;2,60
11897;35011897;ANTONIO ABLAS FILHO DOUTOR                                  ;SANTOS;SANTOS;;;4,48
11903;35011903;BARNABE                                                     ;SANTOS;SANTOS;;2,76;2,93
11915;35011915;BARTOLOMEU DE GUSMAO PADRE                                  ;SANTOS;SANTOS;;;1,16
11927;35011927;MARQUES DE SAO VICENTE                                      ;SANTOS;SANTOS;;3,76;3,31
11940;35011940;FRANCISCO MEIRA PROFESSOR                                   ;SANTOS;SANTOS;;3,06;2,31
11952;35011952;SILVIA JORGE POLLASTRINI PROFESSORA                         ;SAO VICENTE;ITANHAEM;;2,94;2,77
12002;35012002;BENEDITO CALIXTO                                            ;SAO VICENTE;ITANHAEM;;2,61;2,62
12014;35012014;FRANCISCO MARTINS DOS SANTOS                                ;SAO VICENTE;PRAIA GRANDE;;3,37;2,86
12026;35012026;DAGOBERTO NOGUEIRA DA FONSECA                               ;SAO VICENTE;ITANHAEM;;2,69;2,26
12038;35012038;JON TEODORESCO PROFESSOR                                    ;SAO VICENTE;ITANHAEM;;;2,90
12051;35012051;ABRAHAO JACOB LAFER DOUTOR                                  ;SAO VICENTE;PRAIA GRANDE;;3,54;3,34
12063;35012063;ALFREDO REIS VIEGAS DOUTOR                                  ;SAO VICENTE;PRAIA GRANDE;;;2,11
12075;35012075;ANTONIO MOREIRA COELHO DEPUTADO                             ;SAO VICENTE;SAO VICENTE;;2,36;1,68
12087;35012087;ENIO VILAS BOAS PROFESSOR                                   ;SAO VICENTE;SAO VICENTE;;4,37;
12129;35012129;MARIA THEREZA DA CUNHA PEDROSO PROFESSORA                   ;SAO VICENTE;SAO VICENTE;;2,37;2,20
12130;35012130;JOSE NIGRO PROFESSOR                                        ;SAO VICENTE;SAO VICENTE;;3,00;
12142;35012142;ZULMIRA DE ALMEIDA LAMBERT PROFESSORA                       ;SAO VICENTE;SAO VICENTE;;;3,73
12178;35012178;JARDIM BOPEVA                                               ;SAO VICENTE;PRAIA GRANDE;;;4,03
12191;35012191;AUGUSTO PAES D AVILA REVERENDO                              ;SAO VICENTE;PRAIA GRANDE;;;3,87
12212;35012212;MARTIM AFONSO                                               ;SAO VICENTE;SAO VICENTE;;;2,58
12221;35012221;LAUDELINO FERNANDES DOS SANTOS PROFESSOR                    ;SAO VICENTE;PRAIA GRANDE;;2,78;2,75
12233;35012233;MARIA PACHECO NOBRE PROFESSORA                              ;SAO VICENTE;PRAIA GRANDE;;4,23;3,32
12245;35012245;YOLANDA CONTE PROFESSORA                                    ;SAO VICENTE;SAO VICENTE;;3,25;2,80
12269;35012269;ARACY DA SILVA FREITAS PROFESSORA                           ;SAO VICENTE;MONGAGUA;;;1,70
12294;35012294;FRANCISCO PEREIRA DA ROCHA DOUTOR                           ;SAO VICENTE;PERUIBE;;2,91;2,06
12300;35012300;MARGARIDA PINHO RODRIGUES                                   ;SAO VICENTE;SAO VICENTE;;2,94;1,39
12324;35012324;ARMANDO VICTORIO BEI                                        ;SAO VICENTE;SAO VICENTE;;2,69;1,81
12348;35012348;LEOPOLDO JOSE DE SANT ANNA PROFESSOR                        ;SAO VICENTE;SAO VICENTE;;2,94;2,20
12359;35012359;REYNALDO KUNTZ BUSCH DR                                     ;SAO VICENTE;PRAIA GRANDE;;;3,11
12361;35012361;HERMOGENES MAJOR                                            ;GUARATINGUETA;CRUZEIRO;;3,08;2,07
12373;35012373;HUMBERTO TURNER                                             ;GUARATINGUETA;CRUZEIRO;;;2,70
12385;35012385;VIRGILIO ANTUNES PROF                                       ;GUARATINGUETA;CRUZEIRO;;;2,97
12397;35012397;MARIO DA SILVA PINTO DR                                     ;GUARATINGUETA;CRUZEIRO;;2,44;2,09
12403;35012403;HORTA CORONEL                                               ;GUARATINGUETA;LAVRINHAS;;1,45;2,13
12427;35012427;JOSE DE PAULA FRANCA PROF                                   ;GUARATINGUETA;QUELUZ;;3,03;2,66
12440;35012440;MIGUEL PEREIRA                                              ;GUARATINGUETA;SAO JOSE DO BARREIRO;;;2,37
12464;35012464;SAO LAURINDO VISCONDE                                       ;GUARATINGUETA;BANANAL;;;2,95
12488;35012488;VICENTE DE PAULA ALMEIDA                                    ;GUARATINGUETA;ARAPEI;;;2,66
12506;35012506;OSWALDO CRUZ                                                ;GUARATINGUETA;CRUZEIRO;;3,37;3,01
12531;35012531;JOSE RODRIGUES ALVES SOBRINHO DR                            ;GUARATINGUETA;CRUZEIRO;;2,02;1,76
12543;35012543;BARAO DA BOCAINA                                            ;GUARATINGUETA;AREIAS;;;2,52
12555;35012555;HILDEBRANDO MARTINS SODERO PROF                             ;GUARATINGUETA;SILVEIRAS;;3,10;1,87
12580;35012580;EDGARD DE SOUZA DR                                          ;GUARATINGUETA;APARECIDA;;;1,88
12609;35012609;AMERICO ALVES                                               ;GUARATINGUETA;APARECIDA;;;3,68
12634;35012634;CLOTILDE AYELLO ROCHA PROFA                                 ;GUARATINGUETA;GUARATINGUETA;;2,33;1,51
12646;35012646;MARIA DA CONCEICAO QUERIDO PROFA                            ;GUARATINGUETA;CUNHA;5,04;;
