CÓDIGO CIE;Código INEP;ESCOLA;DIRETORIA;MUNICÍPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MÉDIO
8758;35008758;FRANCISCO EMYGDIO PEREIRA NETO DOUTOR                       ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,43;3,16
8771;35008771;OMAR DONATO BASSANI                                         ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;1,81;1,63
8783;35008783;PEDRA DE CARVALHO PROFESSORA                                ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,13;1,52
8801;35008801;FAUSTO CARDOSO FIGUEIRA DE MELLO DOUTOR                     ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,56;2,88
8813;35008813;JOAO BATISTA BERNARDES PROFESSOR                            ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;1,97;1,33
8825;35008825;LAUDO FERREIRA DE CAMARGO MINISTRO                          ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,67;2,35
8837;35008837;JOAO FIRMINO CORREIA DE ARAUJO DOUTOR                       ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,87;1,92
8849;35008849;EUCLYDES DESLANDES PROFESSOR                                ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,14;1,58
8874;35008874;ROBERT KENNEDY SENADOR                                      ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,93;2,30
8886;35008886;FRANCISCO PRESTES MAIA ENGENHEIRO                           ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,96;2,20
8898;35008898;MATHIAS OCTAVIO ROXO NOBRE DOUTOR                           ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,36;1,23
8904;35008904;JOSE JORGE DO AMARAL PROFESSOR                              ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,11;1,66
8916;35008916;MARIA PIRES PROFESSORA                                      ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,53;2,19
8928;35008928;JOSE GONCALVES DE ANDRADE FIGUEIRA DOUTOR                   ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;1,85;1,85
8936;35008936;ADAIL LUIZ MILLER DOUTOR                                    ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,54;2,48
8941;35008941;SANTA OLIMPIA                                               ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,60;3,44
8977;35008977;JACOB CASSEB PROFESSOR                                      ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,08;1,26
8990;35008990;ANTONIO CAPUTO                                              ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,71;2,05
9003;35009003;JORGE RAHME PROFESSOR                                       ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,39;2,00
9015;35009015;MIZUHO ABUNDANCIA                                           ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,12;1,96
9039;35009039;ANTONIO NASCIMENTO PROFESSOR                                ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,89;2,00
9088;35009088;BAETA NEVES DOUTOR                                          ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,33;2,17
9106;35009106;JOSE FORNARI DOUTOR                                         ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,49;2,97
9118;35009118;MARIA LUIZA FERRARI CICERO PROFESSORA                       ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,15;
9124;35009124;CLOVIS DE LUCCA PROFESSOR                                   ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,91;2,17
9131;35009131;MAURICIO ANTUNES FERRAZ PROFESSOR                           ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,42;2,49
9155;35009155;LUIZA COLLACO QUEIROZ FONSECA PROFESSORA                    ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;1,32;1,03
9167;35009167;JOAQUIM MOREIRA BERNARDES PROFESSOR                         ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,10;1,42
9180;35009180;AMADEU OLIVERIO PROFESSOR                                   ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,00;3,12
9210;35009210;MARIA IRACEMA MUNHOZ                                        ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,24;2,46
9234;35009234;LAURO GOMES DE ALMEIDA                                      ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,66;2,23
9246;35009246;CARLOS PEZZOLO PROFESSOR                                    ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;1,46;1,49
9258;35009258;YOLANDA NORONHA DO NASCIMENTO PROFESSORA                    ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;2,68;
9261;35009261;JOAO RAMALHO                                                ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,54;2,82
9283;35009283;20 DE AGOSTO                                                ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,65;2,37
9295;35009295;WALLACE COCKRANE SIMONSEN                                   ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;1,85;2,56
9313;35009313;RUDGE RAMOS                                                 ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,80;
9325;35009325;ANESIA LOUREIRO GAMA PROFESSORA                             ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,99;3,76
9337;35009337;CYNIRA PIRES DOS SANTOS PROFESSORA                          ;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,04;2,11
9350;35009350;MARIA TRUJILO TORLONI                                       ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;1,59;1,65
9404;35009404;JOANA MOTTA PROFESSORA                                      ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;2,22;2,53
9416;35009416;LAURA LOPES                                                 ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,25;2,18
9436;35009436;EDGAR ALVES DA CUNHA PROFESSOR                              ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,10;2,56
9441;35009441;ALFREDO BURKART PROFESSOR                                   ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;2,74;1,88
9453;35009453;ALEXANDRE GRIGOLLI PADRE                                    ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;2,48;1,86
9465;35009465;YOLANDA ASCENCIO PROFESSORA                                 ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,41;3,83
9477;35009477;MARIA DA CONCEICAO MOURA BRANCO PROFESSORA                  ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,90;3,53
9573;35009573;BONIFACIO DE CARVALHO CORONEL                               ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;2,96;2,10
9581;35009581;IDALINA MACEDO COSTA SODRE DONA                             ;SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;;3,05;1,72
9635;35009635;MARIA ALICE CRISSIUMA MESQUITA DONA                         ;CARAPICUIBA;CARAPICUIBA;4,22;3,24;
9647;35009647;FLORA STELLA PROFESSORA                                     ;CARAPICUIBA;CARAPICUIBA;4,86;;
9659;35009659;BENEDITO DE LIMA TUCUNDUVA DOUTOR                           ;CARAPICUIBA;CARAPICUIBA;;2,56;1,67
9660;35009660;ESMERALDA BECKER FREIRE DE CARVALHO PROFESSORA              ;CARAPICUIBA;CARAPICUIBA;4,21;2,25;1,54
9672;35009672;JOSUE MATTOS DE AGUIAR                                      ;CARAPICUIBA;CARAPICUIBA;2,99;2,29;
9684;35009684;MARISE DA COSTA CORREA DE OLIVEIRA PROFESSORA               ;CARAPICUIBA;CARAPICUIBA;4,47;;
9696;35009696;ALBERTO KENWORTHY                                           ;CARAPICUIBA;CARAPICUIBA;3,43;2,49;1,60
9702;35009702;OSVALDO ELCI PROFESSOR                                      ;CARAPICUIBA;CARAPICUIBA;4,65;;
9714;35009714;RICARDINA CAMPELLO FONSECA RODRIGUES                        ;CARAPICUIBA;CARAPICUIBA;4,65;;
9726;35009726;MARIO SALES SOUTO ENGENHEIRO                                ;CARAPICUIBA;CARAPICUIBA;3,78;2,08;
9738;35009738;HADLA FERES PROFESSORA                                      ;CARAPICUIBA;CARAPICUIBA;;2,03;1,97
9748;35009748;IGNEZ DOS SANTOS SILVA                                      ;CARAPICUIBA;CARAPICUIBA;5,46;;
9751;35009751;TOUFIC JOULIAN                                              ;CARAPICUIBA;CARAPICUIBA;;3,11;2,25
9763;35009763;AMOS MEUCCI                                                 ;CARAPICUIBA;CARAPICUIBA;;2,65;1,72
9787;35009787;IVANI MARIA PAES PROFESSORA                                 ;ITAPEVI;BARUERI;;;1,62
9799;35009799;CAIO PRADO JUNIOR DEPUTADO                                  ;ITAPEVI;BARUERI;;;1,54
9817;35009817;VICTORIO FORNASARO                                          ;CARAPICUIBA;CARAPICUIBA;4,80;3,65;2,25
9830;35009830;REPUBLICA DO EQUADOR                                        ;ITAPEVI;BARUERI;;;1,32
9842;35009842;DIVA DA CUNHA BARRA PROFESSORA                              ;CARAPICUIBA;CARAPICUIBA;;2,02;1,79
9854;35009854;WILLIAN RODRIGUES REBUA PROFESSOR                           ;CARAPICUIBA;CARAPICUIBA;;;1,92
9878;35009878;ALAYDE DOMINGUES COUTO MACEDO PROFESSORA                    ;ITAPEVI;BARUERI;;;1,58
9885;35009885;EDGARD DE MOURA BITTENCOURT DESEMBARGADOR                   ;CARAPICUIBA;CARAPICUIBA;3,28;1,45;
9891;35009891;JOSE WILSON PADINHA PROFESSOR                               ;ITAPEVI;BARUERI;;;1,35
9912;35009912;ALDEIA DE BARUERI                                           ;ITAPEVI;BARUERI;;;1,84
9921;35009921;JOSE DOMINGOS DA SILVEIRA PROFESSOR                         ;ITAPEVI;BARUERI;;;1,45
9945;35009945;CARLOS ALBERTO PEREIRA                                      ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;4,01;2,71;1,53
9957;35009957;PORCINO RODRIGUES PROF                                      ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;2,88;2,51
9970;35009970;ISABEL A REDENTORA                                          ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;2,62;1,97
9982;35009982;MATILDE MARIA CREMM                                         ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;2,31;2,59
9994;35009994;SEBASTIAO DE MORAES CARDOSO                                 ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;2,72;1,96
10005;35010005;JOAO BAPTISTA DE OLIVEIRA                                   ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,49;
10017;35010017;MARIANINHA QUEIROZ PROFESSORA                               ;ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA;;2,74;1,85
10029;35010029;ANGENOR DE OLIVEIRA POETA                                   ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,20;2,27
10030;35010030;ODETTE DE SOUZA CARVALHO MADRE                              ;TABOAO DA SERRA;EMBU DAS ARTES;;3,05;2,74
10042;35010042;BRASILINA VALENTE                                           ;TABOAO DA SERRA;EMBU DAS ARTES;4,25;;
10054;35010054;MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA               ;TABOAO DA SERRA;EMBU DAS ARTES;;1,76;0,96
10066;35010066;SOLANO TRINDADE                                             ;TABOAO DA SERRA;EMBU DAS ARTES;2,91;1,80;1,25
10078;35010078;ELIZETE DE OLIVEIRA BERTINI                                 ;TABOAO DA SERRA;EMBU DAS ARTES;3,91;;
10091;35010091;PAULO CHAGAS NOGUEIRA ENGENHEIRO                            ;TABOAO DA SERRA;EMBU DAS ARTES;;2,23;1,65
10121;35010121;EULALIA MALTA PROFESSORA                                    ;TABOAO DA SERRA;EMBU DAS ARTES;;3,22;2,71
10133;35010133;MARIA AUXILIADORA                                           ;TABOAO DA SERRA;EMBU DAS ARTES;;3,28;2,08
10145;35010145;IRIA KUNZ IRMA                                              ;TABOAO DA SERRA;EMBU DAS ARTES;2,97;2,45;1,21
10157;35010157;OREDO RODRIGUES DA CRUZ                                     ;ITAPECERICA DA SERRA;JUQUITIBA;;2,81;1,85
10169;35010169;LAURITA ORTEGA MARI                                         ;TABOAO DA SERRA;TABOAO DA SERRA;;2,71;1,20
10170;35010170;JULIETA CALDAS FERRAZ PROFESSORA                            ;TABOAO DA SERRA;TABOAO DA SERRA;5,61;3,25;
10182;35010182;ANTONIO RUY CARDOSO PROFESSOR                               ;TABOAO DA SERRA;TABOAO DA SERRA;;2,07;1,61
10194;35010194;ALIPIO DE OLIVEIRA E SILVA PROFESSOR                        ;TABOAO DA SERRA;TABOAO DA SERRA;;1,80;0,80
10236;35010236;REYNALDO DO NASCIMENTO FALLEIROS DOUTOR                     ;TABOAO DA SERRA;TABOAO DA SERRA;;2,04;1,35
10248;35010248;JOAO CALY PROFESSOR                                         ;TABOAO DA SERRA;TABOAO DA SERRA;3,37;2,72;2,46
10259;35010259;ANTONIO INACIO MACIEL                                       ;TABOAO DA SERRA;TABOAO DA SERRA;4,94;2,87;2,34
10261;35010261;ALMIR PEREIRA BAHIA REVERENDO                               ;TABOAO DA SERRA;TABOAO DA SERRA;;2,57;1,58
10273;35010273;MARIA ANDRE SCHUNCK DONA                                    ;ITAPECERICA DA SERRA;EMBU-GUACU;;2,47;1,61
10285;35010285;PASCHOAL CARLOS MAGNO                                       ;ITAPECERICA DA SERRA;EMBU-GUACU;;2,62;2,54
10297;35010297;ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA               ;TABOAO DA SERRA;TABOAO DA SERRA;;3,25;
10315;35010315;IRACEMA BELLO ORICCHIO DOUTORA                              ;TABOAO DA SERRA;EMBU DAS ARTES;6,21;3,10;2,27
10327;35010327;JULIA DE CASTRO CARNEIRO                                    ;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;2,23;1,33
10352;35010352;WANDYCK FREITAS JORNALISTA                                  ;TABOAO DA SERRA;TABOAO DA SERRA;;;2,38
10364;35010364;DORVALINO ABILIO TEIXEIRA                                   ;ITAPEVI;JANDIRA;;2,52;2,05
10376;35010376;MARIA CRISTINA LOPES                                        ;ITAPEVI;JANDIRA;;2,10;1,76
10388;35010388;JOSE CHALUPPE                                               ;ITAPEVI;ITAPEVI;;1,49;1,58
10397;35010397;VICENTE THEMUDO LESSA PROFESSOR                             ;ITAPEVI;JANDIRA;;2,18;1,59
