CÓDIGO CIE;Código INEP;ESCOLA;DIRETORIA;MUNICÍPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MÉDIO
1685;35001685;MARIO CASASSANTA PROFESSOR;CENTRO SUL;SAO PAULO;;3,69;2,88
1697;35001697;BEATRIZ R BASSI ASTORINO PROFESSORA;LESTE 5;SAO PAULO;5,39;3,77;
1703;35001703;MARIO MARQUES DE OLIVEIRA PROFESSOR;LESTE 5;SAO PAULO;;;2,90
1727;35001727;VICTOR MIGUEL ROMANO PROF;LESTE 4;SAO PAULO;;2,83;1,88
1739;35001739;ANDRE DREYFUS PROFESSOR;CENTRO SUL;SAO PAULO;5,82;;
1740;35001740;STEFAN ZWEIG;LESTE 5;SAO PAULO;;2,66;2,51
1752;35001752;AROLDO DE AZEVEDO PROF;LESTE 4;SAO PAULO;;2,99;2,28
1764;35001764;ANNITA ATALLA PROFESSORA;CENTRO SUL;SAO PAULO;6,45;;
1776;35001776;SECUNDINO DOMINGUES FILHO DOUTOR;LESTE 5;SAO PAULO;5,09;2,87;3,35
1788;35001788;OLGA BENATTI PROFESSORA;CENTRO SUL;SAO PAULO;;5,53;4,19
1797;35001797;BRISABELLA ALMEIDA NOBRE PROFESSORA;CENTRO SUL;SAO PAULO;;4,45;4,40
1806;35001806;JOY ARRUDA DOUTOR;LESTE 5;SAO PAULO;6,39;;
1818;35001818;JOCELYN PONTES GESTAL PROF;LESTE 4;SAO PAULO;5,37;;
1824;35001824;JOSE HEITOR CARUSI PROFESSOR;CENTRO SUL;SAO PAULO;;3,18;2,44
1843;35001843;FRANCISCO BORGES VIEIRA DOUTOR;CENTRO SUL;SAO PAULO;;3,03;2,16
1855;35001855;AMERICO DE MOURA PROFESSOR;CENTRO SUL;SAO PAULO;;;2,36
1867;35001867;LUIZA MENDES CORREA SOUZA PROFESSORA;LESTE 5;SAO PAULO;5,82;3,87;2,45
1879;35001879;JOAO FIRMINO DE CAMPOS;CENTRO SUL;SAO PAULO;6,24;;
1880;35001880;JOSE CHEDIAK;LESTE 5;SAO PAULO;;3,93;3,13
1892;35001892;REPUBLICA DO PARAGUAY;CENTRO SUL;SAO PAULO;5,74;3,97;
1909;35001909;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;CENTRO SUL;SAO PAULO;4,43;2,95;
1910;35001910;CLEMENTE QUAGLIO PROFESSOR;LESTE 5;SAO PAULO;;;4,38
1922;35001922;JULIETA NOGUEIRA RINALDI PROFESSORA;LESTE 5;SAO PAULO;6,64;;
1934;35001934;JOAQUIM BRAGA DE PAULA PROFESSOR;LESTE 5;SAO PAULO;;3,05;1,90
1958;35001958;JULIA MACEDO PANTOJA PROFESSORA;CENTRO SUL;SAO PAULO;6,02;3,52;0,48
1961;35001961;NORBERTO MAYER FILHO DEPUTADO;LESTE 5;SAO PAULO;;3,02;1,95
1971;35001971;MOACYR CAMPOS PROFESSOR;LESTE 5;SAO PAULO;;3,47;2,50
1995;35001995;JULIA AMALIA AZEVEDO ANTUNES PROFESSORA;LESTE 5;SAO PAULO;6,74;;
2008;35002008;JOAO DIAS DA SILVEIRA PROFESSOR;LESTE 5;SAO PAULO;;;3,46
2012;35002012;JOAO CLIMACO DA SILVA KRUSE PROFESSOR;LESTE 5;SAO PAULO;6,57;;
2021;35002021;IRENE RIBEIRO PROFESSORA;LESTE 5;SAO PAULO;7,34;;
2045;35002045;ALVINO BITTENCOURT PROFESSOR;LESTE 5;SAO PAULO;5,69;;
2057;35002057;AMELIA DE ARAUJO DONA;LESTE 5;SAO PAULO;;3,84;3,32
2069;35002069;ARACY LEME DA VEIGA RAVACHE PROFESSORA;LESTE 5;SAO PAULO;;2,62;2,12
2070;35002070;BENEDITO ESTEVAM DOS SANTOS DOUTOR;LESTE 5;SAO PAULO;6,63;;
2082;35002082;BLANCA ZWICKER SIMOES PROFESSORA;LESTE 5;SAO PAULO;7,42;;
2094;35002094;FREDERICO VERGUEIRO STEIDEL;LESTE 5;SAO PAULO;6,64;;
2100;35002100;ERASMO BRAGA;LESTE 5;SAO PAULO;6,72;;
2112;35002112;CONGONHAS DO CAMPO VISCONDE DE;LESTE 5;SAO PAULO;;3,20;
2124;35002124;CARLOS ESCOBAR;LESTE 5;SAO PAULO;5,21;;
2136;35002136;CARAMURU;LESTE 5;SAO PAULO;;3,58;3,08
2148;35002148;PAULO NOVAES DE CARVALHO PROFESSOR;LESTE 5;SAO PAULO;;4,11;3,54
2159;35002159;PEDRO ARBUES CORONEL;LESTE 5;SAO PAULO;;2,28;2,34
2161;35002161;SALVADOR ROCCO PROFESSOR;LESTE 5;SAO PAULO;;3,56;2,83
2173;35002173;JOAO BORGES PROFESSOR;LESTE 5;SAO PAULO;;4,27;3,47
2197;35002197;IRENE DE LIMA PAIVA PROFESSORA;LESTE 5;SAO PAULO;;3,80;3,02
2203;35002203;JOSE MARQUES DA CRUZ PROFESSOR;LESTE 5;SAO PAULO;;;2,39
2227;35002227;BENEDITA RIBAS F SILVEIRA PROFESSORA;LESTE 5;SAO PAULO;;3,02;
2239;35002239;ALMERINDA RODRIGUES MELLO PROFESSORA;LESTE 5;SAO PAULO;;2,33;2,02
2240;35002240;ANTONIO CANDIDO BARONE;LESTE 5;SAO PAULO;;3,75;
2252;35002252;ASCENDINO REIS PROFESSOR;LESTE 5;SAO PAULO;;;2,32
2264;35002264;OSWALDO CATALANO;LESTE 5;SAO PAULO;;;2,59
2288;35002288;PAULO CAVALCANTI ALBUQUERQUE PROFESSOR;LESTE 5;SAO PAULO;5,64;;
2297;35002297;ORVILLE DERBY;LESTE 5;SAO PAULO;;3,85;2,58
2318;35002318;SANTOS AMARO DA CRUZ PROFESSOR;LESTE 5;SAO PAULO;;3,15;2,37
2331;35002331;PILAR GARCIA VIDAL DONA;LESTE 4;SAO PAULO;;2,59;2,23
2343;35002343;MARIA LOURDES N ALBERGARIA PROFA;LESTE 4;SAO PAULO;5,07;3,54;
2355;35002355;MARISA DE MELLO PROFA;LESTE 4;SAO PAULO;6,90;;
2367;35002367;OLGA MARINOVIC DORO PROFA;LESTE 4;SAO PAULO;6,27;;
2379;35002379;RITA JULIA DE OLIVEIRA PROFESSORA;LESTE 1;SAO PAULO;6,15;;
2380;35002380;SANTOS DUMONT;LESTE 1;SAO PAULO;5,62;;
2392;35002392;JOSE BARTOCCI PROFESSOR;LESTE 1;SAO PAULO;5,50;;
2409;35002409;LUIZ ANTONIO FRAGOSO PROF;LESTE 4;SAO PAULO;;;2,64
2410;35002410;THEODOMIRO EMERIQUE PROFESSOR;LESTE 1;SAO PAULO;5,71;;
2422;35002422;GABRIEL ORTIZ PROFESSOR;LESTE 1;SAO PAULO;;;2,94
2434;35002434;JAMIL PEDRO SAWAYA PROF;LESTE 4;SAO PAULO;;3,44;2,50
2446;35002446;JOSE DE CAMPOS CAMARGO PROFESSOR;LESTE 1;SAO PAULO;6,89;;
2458;35002458;BERNARDO RODRIGUES NOGUEIRA DOM;LESTE 4;SAO PAULO;6,62;;
2461;35002461;JOAO MARIA OGNO OSB DOM;LESTE 1;SAO PAULO;;2,14;2,03
2471;35002471;ZALINA ROLIM DONA;LESTE 4;SAO PAULO;;3,37;2,43
2483;35002483;ESTHER FRANKEL SAMPAIO;LESTE 1;SAO PAULO;;2,53;1,71
2513;35002513;NOSSA SENHORA DA PENHA;LESTE 1;SAO PAULO;;;2,62
2525;35002525;ANTAO PADRE;LESTE 1;SAO PAULO;;2,30;1,84
2537;35002537;ADALGISA MOREIRA PIRES PROFESSORA;LESTE 1;SAO PAULO;4,99;;
2549;35002549;ADELAIDE FERRAZ DE OLIVEIRA PROFA;LESTE 4;SAO PAULO;;3,68;2,44
2550;35002550;MARIA APARECIDA DE CASTRO MASIERO PROFESSORA;LESTE 1;SAO PAULO;;3,05;2,76
2562;35002562;MARIA DE CARVALHO SENNE PROFESSORA;LESTE 1;SAO PAULO;;2,86;2,73
2574;35002574;CUSTODIO JOSE DE MELLO ALMIRANTE;LESTE 1;SAO PAULO;;3,77;
2586;35002586;BARAO DE RAMALHO;LESTE 1;SAO PAULO;;2,70;1,97
2598;35002598;ASTOLFO ARAUJO DEPUTADO;LESTE 4;SAO PAULO;;2,54;2,22
2616;35002616;MARIA AUGUSTA DE AVILA PROFA;LESTE 4;SAO PAULO;;2,49;2,33
2636;35002636;INFANTE DOM HENRIQUE;LESTE 4;SAO PAULO;;2,97;2,46
2641;35002641;JOSE PEREIRA DE QUEIROZ DR;LESTE 4;SAO PAULO;;;3,04
2653;35002653;AFONSO PENNA JUNIOR PROF;LESTE 4;SAO PAULO;;3,20;2,60
2665;35002665;SOUZA QUEIROZ BARAO DE;LESTE 1;SAO PAULO;5,66;;
2677;35002677;JOSE TALARICO;LESTE 4;SAO PAULO;;2,74;1,95
2689;35002689;EXERCITO BRASILEIRO;LESTE 4;SAO PAULO;;;2,07
2690;35002690;JOAO RAMACCIOTTI PROF;LESTE 4;SAO PAULO;;3,93;2,47
2707;35002707;VITAL FOGACA DE ALMEIDA DOUTOR;LESTE 1;SAO PAULO;;3,17;2,16
2719;35002719;CAETANO MIELE PROFESSOR;LESTE 1;SAO PAULO;;2,09;1,55
2720;35002720;ANNITA GUASTINI EIRAS PROFESSORA;LESTE 1;SAO PAULO;6,53;;
2732;35002732;IRENE BRANCO DA SILVA PROFESSORA;LESTE 1;SAO PAULO;5,10;2,75;1,77
2744;35002744;FILOMENA MATARAZZO CONDESSA;LESTE 1;SAO PAULO;;;2,13
2756;35002756;EUNICE LAUREANO DA SILVA PROFESSORA;LESTE 1;SAO PAULO;6,38;;
2768;35002768;VALACE MARQUES PROFESSOR;LESTE 1;SAO PAULO;4,58;3,68;
2773;35002773;BENEDITA DE REZENDE PROFESSORA;LESTE 1;SAO PAULO;;3,35;2,18
2781;35002781;JOSE DE CARVALHO PADRE;LESTE 1;SAO PAULO;5,23;;
2793;35002793;REPUBLICA DO URUGUAI;LESTE 1;SAO PAULO;;2,58;
2800;35002800;THEREZA DOROTHEA DE ARRUDA REGO PROFESSORA;LESTE 1;SAO PAULO;;2,08;1,44
2811;35002811;SILVA PRADO DEPUTADO;LESTE 1;SAO PAULO;;3,69;2,42
2823;35002823;MARINHA DO BRASIL;LESTE 1;SAO PAULO;5,59;;
2835;35002835;ERMELINO MATARAZZO;LESTE 1;SAO PAULO;;2,38;1,89
2847;35002847;MIGUEL DE CERVANTES Y SAAVEDRA DOM;LESTE 1;SAO PAULO;;3,66;2,60
2859;35002859;MARIO KOZEL FILHO;LESTE 2;SAO PAULO;4,26;2,59;1,90
2860;35002860;ESTELA BORGES MORATO;LESTE 2;SAO PAULO;5,15;;2,43
2872;35002872;MAXIMO DE MOURA SANTOS PROFESSOR;LESTE 1;SAO PAULO;4,93;;
2884;35002884;RAUL PILLA DEPUTADO;LESTE 1;SAO PAULO;;4,63;
2896;35002896;GALILEO EMENDABILI ESCULTOR;LESTE 1;SAO PAULO;6,64;;
2902;35002902;CARLOS GOMES;LESTE 2;SAO PAULO;;2,71;2,92
2914;35002914;DOM PEDRO I;LESTE 2;SAO PAULO;;;2,61
2926;35002926;ARMANDO GOMES DE ARAUJO PROF;LESTE 2;SAO PAULO;;2,90;2,14
2938;35002938;ALBERTO SCHWEITZER;LESTE 2;SAO PAULO;4,95;;1,87
2948;35002948;PLINIO CAIADO DE CASTRO DR;LESTE 2;SAO PAULO;4,75;;
2951;35002951;MANOEL DE NOBREGA DEPUTADO;LESTE 2;SAO PAULO;;3,92;
2963;35002963;JOSE BONIFACIO ANDRADA E SILVA JARDIM PROF;LESTE 2;SAO PAULO;;2,95;2,30
2975;35002975;MARIO REYS COMENDADOR;LESTE 1;SAO PAULO;;3,61;2,10
2987;35002987;GABRIEL PELICIOTTI PROFESSOR;LESTE 1;SAO PAULO;5,68;;
2999;35002999;SHINQUICHI AGARI;LESTE 2;SAO PAULO;5,24;1,92;1,67
3001;35003001;DARIO DE QUEIROZ PROF;LESTE 2;SAO PAULO;3,01;2,77;2,29
3013;35003013;DIOGO DE FARIA DR;LESTE 2;SAO PAULO;5,31;;2,23
3037;35003037;ATAULPHO ALVES;LESTE 2;SAO PAULO;;3,54;2,61
3049;35003049;ANTONIO DE PADUA VIEIRA;LESTE 2;SAO PAULO;5,95;;
3050;35003050;ELIZA RAQUEL MACEDO DE SOUZA PROFA;LESTE 2;SAO PAULO;;3,20;1,92
3062;35003062;EMILIA DE PAIVA MEIRA PROFESSORA;LESTE 1;SAO PAULO;;2,70;1,80
3074;35003074;GERALDO DOMINGOS CORTEZ PROFESSOR;LESTE 1;SAO PAULO;5,20;;
3086;35003086;HELENA LOMBARDI BRAGA PROFESSORA;LESTE 1;SAO PAULO;;3,42;2,08
3098;35003098;ASCANIO DE AZEVEDO CASTILHO PROF;LESTE 4;SAO PAULO;5,52;;
3104;35003104;CIDADE DE HIROSHIMA;LESTE 4;SAO PAULO;;3,12;1,68
