NOMEDEP;DE;MUN;DISTR;COD_ESC;NOMESC;SITUACAO;TIPOESC;ENDESC;NUMESC;COMPLEND;CEP;BAIESC;ZONA;DS_LONGITUDE;DS_LATITUDE;CODVINC
ESTADUAL - SE;NORTE 2;SAO PAULO;VILA MEDEIROS;1211;MIGUEL VIEIRA FERREIRA DR;Ativa;EE;FRANCISCO DE MEDEIROS JORDAO;628;RUA;2214030;VILA MEDEIROS;URBANA;-46,58580017;-23,49209976;
ESTADUAL - SE;NORTE 2;SAO PAULO;TREMEMBE;1223;MARIA PAULA MARCONDES DOMINGUES PROFA;Ativa;EE;MANUEL MORAIS PONTES;395;RUA;2373000;VILA ALBERTINA;URBANA;-46,61952972;-23,45401955;
ESTADUAL - SE;NORTE 2;SAO PAULO;JACANA;1235;CYRENE DE OLIVEIRA LAET DONA;Ativa;EE;ESTER ELISA;227;RUA;2278040;VILA NILO;URBANA;-46,57920074;-23,45910072;
ESTADUAL - SE;NORTE 2;SAO PAULO;TREMEMBE;1247;RUY BARBOSA CONSELHEIRO;Ativa;EE;ANTONIO CASTELAR DE FRANCESCHI PROFESSOR;200;RUA;2377080;HORTO FLORESTAL;URBANA;-46,63059998;-23,45709991;
ESTADUAL - SE;NORTE 2;SAO PAULO;TUCURUVI;1259;JOAO LIGABUE CONEGO;Ativa;EE;GROTA;483;RUA;2206010;VILA GUSTAVO;URBANA;-46,59609985;-23,4818306;
ESTADUAL - SE;NORTE 2;SAO PAULO;TREMEMBE;1272;ANGELO BORTOLO;Ativa;EE;ANTONIO GONCALVES SILVA;91;RUA;2352090;BORTOLANDIA;URBANA;-46,59719849;-23,45499992;
ESTADUAL - SE;NORTE 2;SAO PAULO;TUCURUVI;1284;AMENAIDE BRAGA DE QUEIROZ PROFA;Ativa;EE;BARRA MANSA;480;RUA;2337040;JARDIM FRANCA;URBANA;-46,61169815;-23,47660065;
ESTADUAL - SE;NORTE 2;SAO PAULO;VILA MEDEIROS;1296;CARMOSINA MONTEIRO VIANNA PROFA;Ativa;EE;ANTONIO PALMIERI;377;RUA;2210000;JARDIM BRASIL ZONA NORTE;URBANA;-46,5799;-23,4857;
ESTADUAL - SE;NORTE 2;SAO PAULO;TREMEMBE;1302;ARNALDO BARRETO;Ativa;EE;ANTONIO PESTANA;58;RUA;2370020;TREMEMBE;URBANA;-46,62189865;-23,4612999;
ESTADUAL - SE;NORTE 2;SAO PAULO;TREMEMBE;1314;CASSIO DA COSTA VIDIGAL;Ativa;EE;MUNIZ FERREIRA;121;RUA;2321170;JARDIM JOAMAR;URBANA;-46,58959961;-23,44799995;
ESTADUAL - SE;NORTE 2;SAO PAULO;TREMEMBE;1326;PEDRO DE MORAES VICTOR DR;Ativa;EE;BOAVENTURA COLETTI;SN;RUA;2324100;VILA FIDALGO;URBANA;-46,58850098;-23,4435997;
ESTADUAL - SE;NORTE 2;SAO PAULO;JACANA;1338;MARIA ANGELITA SAYAGO LAET PROFA;Ativa;EE;FREIRE BASTOS;226;RUA;2261020;JARDIM MODELO;URBANA;-46,57770157;-23,46699905;
ESTADUAL - SE;NORTE 2;SAO PAULO;JACANA;1348;JOSE DO AMARAL MELLO PROF;Ativa;EE;ALPHEU LUIZ GASPARINO;84;RUA;2281110;VILA NOVA GALVAO;URBANA;-46,57320023;-23,45159912;
ESTADUAL - SE;NORTE 2;SAO PAULO;TUCURUVI;1351;ADEMAR HIROSHI SUDA PROF;Ativa;EE;AGAFITA;50;RUA;2269080;PARQUE VITORIA;URBANA;-46,59529877;-23,47063637;
ESTADUAL - SE;CENTRO;SAO PAULO;SE;1363;SAO PAULO;Ativa;EE;RUA DA FIGUEIRA;500;RUA;3003000;BRAS;URBANA;-46,62594986;-23,54943085;
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;1375;LOUREIRO JUNIOR PROFESSOR;Ativa;EE;RUA PADRE ADELINO;1330;RUA;3303000;QUARTA PARADA;URBANA;-46,58140945;-23,54381943;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1387;THEODORO DE MORAES PROFESSOR;Ativa;EE;AVENIDA REGENTE FEIJO;586;AVENIDA;3342000;VILA REGENTE FEIJO;URBANA;-46,57337952;-23,55806923;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1399;PAULO MONTE SERRAT PROFESSOR;Ativa;EE;TORIBA;141;RUA;3191130;VILA CANERO;URBANA;-46,5707283;-23,56801033;
ESTADUAL - SE;CENTRO;SAO PAULO;BRAS;1405;ROMAO PUIGARI;Ativa;EE;AVENIDA RANGEL PESTANA;1482;AVENIDA;3002000;BRAS;URBANA;-46,62112045;-23,54573059;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1417;ISAI LEIRNER;Ativa;EE;PLACIDO DE CASTRO;221;RUA;3349030;VILA INVERNADA;URBANA;-46,5652504;-23,56753922;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1430;ANDRE OHL;Ativa;EE;SAPOPEMBA;3244;AVENIDA;3345000;VILA REGENTE FEIJO;URBANA;-46,5579143;-23,5739445;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1442;ANDRE XAVIER GALLICHO PROFESSOR;Ativa;EE;MOOCA;4650;RUA;3165002;MOOCA;URBANA;-46,58127975;-23,56188965;
ESTADUAL - SE;CENTRO;SAO PAULO;BRAS;1454;ANTONIO FIRMINO DE PROENCA PROF;Ativa;EE;RUA DA MOOCA;363;RUA;3103000;MOOCA;URBANA;-46,621604;-23,553538;
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;1466;AMADEU AMARAL;Ativa;EE;LARGO SAO JOSE DO BELEM;66;LARGO;3057040;BELENZINHO;URBANA;-46,59476089;-23,54129028;
ESTADUAL - SE;CENTRO;SAO PAULO;BRAS;1478;EDUARDO PRADO;Ativa;EE;RUA ALMIRANTE BARROSO;225;RUA;3025000;BRAS;URBANA;-46,61245;-23,537261;
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;1485;GUERINO RASO;Ativa;EE;SERRA DA BOCAINA;126;RUA;3174000;QUARTA PARADA;URBANA;-46,59032059;-23,54700089;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1491;ANNA TEIXEIRA PRADO ZACHARIAS PROFESSORA;Ativa;EE;PAULINA;149;RUA;3370040;CHACARA MAFALDA;URBANA;-46,55953798;-23,57183098;
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;1508;ANTONIO DE QUEIROZ TELLES DOUTOR;Ativa;EE;ITAQUERI;372;RUA;3178000;ALTO DA MOOCA;URBANA;-46,58414557;-23,55148747;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;MOOCA;1512;ARMANDO ARAUJO;Ativa;EE;JUVENAL PARADA;264;RUA;3167060;MOOCA;URBANA;-46,59716034;-23,5566597;
ESTADUAL - SE;CENTRO;SAO PAULO;PARI;1521;PAULO LUIG FREI;Ativa;EE;CARLOS DE CAMPOS;841;AVENIDA;3028001;PARI;URBANA;-46,61064148;-23,52545929;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;MOOCA;1545;PANDIA CALOGERAS;Ativa;EE;AVENIDA PAES DE BARROS;1025;AVENIDA;3115020;MOOCA;URBANA;-46,5961113;-23,56455994;
ESTADUAL - SE;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;1557;BENEDITO MATARAZZO DEPUTADO;Ativa;EE;MINDANAU;111;RUA;12235430;JARDIM AMERICA;URBANA;-45,9021492;-23,23509026;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;MOOCA;1569;OSWALDO CRUZ;Ativa;EE;RUA DA MOOCA;2183;RUA;3103003;MOOCA;URBANA;-46,60365708;-23,55510165;
ESTADUAL - SE;CENTRO;SAO PAULO;PARI;1570;ORESTES GUIMARAES;Ativa;EE;CANINDE;153;;3033000;CANINDE;URBANA;-46,62405014;-23,53323936;
ESTADUAL - SE;LESTE 5;SAO PAULO;BELEM;1582;DOMINGOS FAUSTINO SARMIENTO;Ativa;EE;21 DE ABRIL;970;RUA;3047000;BRAS;URBANA;-46,60578918;-23,54223061;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1600;PLINIO BARRETO;Ativa;EE;SIQUEIRA BUENO;2123;RUA;3173010;BELENZINHO;URBANA;-46,58292007;-23,5544796;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1624;WOLNY CARVALHO RAMOS PROFESSOR;Ativa;EE;BOM JESUS;909;RUA;3344000;VILA REGENTE FEIJO;URBANA;-46,56983948;-23,56374931;
ESTADUAL - SE;CENTRO;SAO PAULO;BRAS;1659;ANCHIETA PADRE;Ativa;EE;RUA VISCONDE DE ABAETE;154;RUA;3012050;BRAS;URBANA;-46,61354065;-23,53996086;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;MOOCA;1661;MMDC;Ativa;EE;CUIABA;667;RUA;3183001;ALTO DA MOOCA;URBANA;-46,5904;-23,56050166;
ESTADUAL - SE;LESTE 5;SAO PAULO;SAO LUCAS;1673;MARIA DA GLORIA COSTA E SILVA PROFESSORA;Ativa;EE;RUA DOUTOR MONTEIRO DE BARROS;110;RUA;3254120;VILA ELZE;URBANA;-46,52756119;-23,60803032;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1685;MARIO CASASSANTA PROFESSOR;Ativa;EE;RUA PARAMU;693;RUA;3147100;VILA ALPINA;URBANA;-46,565979;-23,59429932;
ESTADUAL - SE;LESTE 5;SAO PAULO;SAO LUCAS;1697;BEATRIZ R BASSI ASTORINO PROFESSORA;Ativa;EE;RUA JUIZ DE FORA;366;RUA;3286000;VILA EMA;URBANA;-46,53379822;-23,59091949;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1703;MARIO MARQUES DE OLIVEIRA PROFESSOR;Ativa;EE;BUENOPOLIS;234;RUA;3161010;VILA SANTA CLARA;URBANA;-46,56418873;-23,57598521;
ESTADUAL - SE;LESTE 4;SAO PAULO;SAPOPEMBA;1727;VICTOR MIGUEL ROMANO PROF;Ativa;EE;SAPOPEMBA;7763;AVENIDA;3988010;JARDIM ADUTORA;URBANA;-46,52370071;-23,59569931;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1739;ANDRE DREYFUS PROFESSOR;Ativa;EE;RUA PEDRO DE GODOI;170;RUA;3138010;VILA ZELINA;URBANA;-46,58274841;-23,58797073;
ESTADUAL - SE;LESTE 5;SAO PAULO;SAO LUCAS;1740;STEFAN ZWEIG;Ativa;EE;GENARO ARILA ARENSANZ;225;RUA;3275090;VILA IVONE;URBANA;-46,55438995;-23,57950974;
ESTADUAL - SE;LESTE 4;SAO PAULO;SAPOPEMBA;1752;AROLDO DE AZEVEDO PROF;Ativa;EE;FILIPA ALVARES;SN;RUA;3984020;JARDIM PLANALTO;URBANA;-46,51010132;-23,60589981;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1764;ANNITA ATALLA PROFESSORA;Ativa;EE;RUA LOURENCO CAETANO DA SILVA;18;RUA;3227020;JARDIM AVELINO;URBANA;-46,57062912;-23,58786011;
ESTADUAL - SE;LESTE 5;SAO PAULO;SAO LUCAS;1776;SECUNDINO DOMINGUES FILHO DOUTOR;Ativa;EE;SECUNDINO DOMINGUES;136;RUA;3223110;JARDIM INDEPENDENCIA;URBANA;-46,55958176;-23,58864021;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1788;OLGA BENATTI PROFESSORA;Ativa;EE;RUA IBITIRAMA;1412;RUA;3134001;VILA BELA;URBANA;-46,57995807;-23,59184297;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1797;BRISABELLA ALMEIDA NOBRE PROFESSORA;Ativa;EE;RUA SANTA GENOVEVA;47;RUA;3213050;VILA CALIFORNIA;URBANA;-46,56074905;-23,60597992;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1806;JOY ARRUDA DOUTOR;Ativa;EE;BATUNS;52;RUA;3273410;VILA SANTA CLARA;URBANA;-46,56204987;-23,57888985;
ESTADUAL - SE;LESTE 4;SAO PAULO;SAPOPEMBA;1818;JOCELYN PONTES GESTAL PROF;Ativa;EE;PEDRO GONCALVES VAREJAO;209;RUA;3986170;JARDIM MIMAR;URBANA;-46,52199936;-23,60880089;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;MOOCA;1824;JOSE HEITOR CARUSI PROFESSOR;Ativa;EE;ROBERTO UGOLINI COMENDADOR;300;RUA;3125010;PARQUE DA MOOCA;URBANA;-46,58834076;-23,57563972;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1843;FRANCISCO BORGES VIEIRA DOUTOR;Ativa;EE;RUA PARATINQUARA;67;RUA;3209040;VILA ALPINA;URBANA;-46,55850983;-23,59719086;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1855;AMERICO DE MOURA PROFESSOR;Ativa;EE;RUA MENDONCA CORTE REAL;SN;RUA;3227110;JARDIM AVELINO;URBANA;-46,57381821;-23,58337975;
ESTADUAL - SE;LESTE 5;SAO PAULO;SAO LUCAS;1867;LUIZA MENDES CORREA SOUZA PROFESSORA;Ativa;EE;AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO;5796;AVENIDA;3294100;PARQUE SAO LUCAS;URBANA;-46,54190063;-23,59213066;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1879;JOAO FIRMINO DE CAMPOS;Ativa;EE;RUA VISCONDE DE ALCANTARA;350;RUA;3205060;VILA ALPINA;URBANA;-46,56837082;-23,6031208;
ESTADUAL - SE;LESTE 5;SAO PAULO;SAO LUCAS;1880;JOSE CHEDIAK;Ativa;EE;ORATORIO;2320;AVENIDA;3220100;PARQUE SAO LUCAS;URBANA;-46,54711914;-23,59256935;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1892;REPUBLICA DO PARAGUAY;Ativa;EE;RUA CARLOS MULLER;21;RUA;3132060;VILA SAO MAURICIO;URBANA;-46,58378983;-23,58090973;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1909;CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA;Ativa;EE;RUA MARIA DAFFRE;406;RUA;3150020;QUINTA DA PAINEIRA;URBANA;-46,5880394;-23,58493042;
ESTADUAL - SE;LESTE 5;SAO PAULO;AGUA RASA;1910;CLEMENTE QUAGLIO PROFESSOR;Ativa;EE;MANUEL ONHA;234;RUA;3192100;VILA ORATORIO;URBANA;-46,57976151;-23,57258034;
ESTADUAL - SE;LESTE 5;SAO PAULO;SAO LUCAS;1922;JULIETA NOGUEIRA RINALDI PROFESSORA;Ativa;EE;IELMO MARINHO;940;RUA;3236030;PARQUE INDEPENDENCIA;URBANA;-46,54801941;-23,59975624;
ESTADUAL - SE;LESTE 5;SAO PAULO;SAO LUCAS;1934;JOAQUIM BRAGA DE PAULA PROFESSOR;Ativa;EE;AVENIDA  DO ORATORIO;4330;AVENIDA;3220200;JARDIM GUAIRACA;URBANA;-46,53263092;-23,6015892;
ESTADUAL - SE;CENTRO SUL;SAO PAULO;VILA PRUDENTE;1958;JULIA MACEDO PANTOJA PROFESSORA;Ativa;EE;ASSUPA;200;RUA;3137050;VILA PRUDENTE;URBANA;-46,57653046;-23,5797596;
ESTADUAL - SE;LESTE 5;SAO PAULO;ARICANDUVA;1961;NORBERTO MAYER FILHO DEPUTADO;Ativa;EE;MANUEL LUIS DE VERGUEIRO PADRE;365;RUA;3476000;VILA ANTONIETA;URBANA;-46,51607895;-23,57390976;
ESTADUAL - SE;LESTE 5;SAO PAULO;ARICANDUVA;1971;MOACYR CAMPOS PROFESSOR;Ativa;EE;RIO DAS PEDRAS;2022;AVENIDA;3452100;JARDIM ARICANDUVA;URBANA;-46,50811005;-23,57114029;
ESTADUAL - SE;LESTE 5;SAO PAULO;CARRAO;1995;JULIA AMALIA AZEVEDO ANTUNES PROFESSORA;Ativa;EE;LUIS PINTO;92;RUA;3427000;VILA CARRAO;URBANA;-46,53628922;-23,55410957;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2008;JOAO DIAS DA SILVEIRA PROFESSOR;Ativa;EE;SOUSA BREVES;80;RUA;3069060;VILA ZILDA;URBANA;-46,56386948;-23,53513908;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2012;JOAO CLIMACO DA SILVA KRUSE PROFESSOR;Ativa;EE;TUIUTI;2965;RUA;3307005;TATUAPE;URBANA;-46,57289886;-23,55139923;
ESTADUAL - SE;LESTE 5;SAO PAULO;CARRAO;2021;IRENE RIBEIRO PROFESSORA;Ativa;EE;RUA CORONEL AMARO SOBRINHO;303;RUA;3448120;VILA CARRAO;URBANA;-46,52236176;-23,55487061;
ESTADUAL - SE;LESTE 5;SAO PAULO;CARRAO;2045;ALVINO BITTENCOURT PROFESSOR;Ativa;EE;FRANCISCO MACHADO DE CAMPOS;312;;3406040;CHACARA CALIFORNIA;URBANA;-46,5464592;-23,54120064;
ESTADUAL - SE;LESTE 5;SAO PAULO;CARRAO;2057;AMELIA DE ARAUJO DONA;Ativa;EE;VACANGA;415;RUA;3433025;VILA FERNANDES;URBANA;-46,53134935;-23,56046628;
ESTADUAL - SE;LESTE 5;SAO PAULO;ARICANDUVA;2069;ARACY LEME DA VEIGA RAVACHE PROFESSORA;Ativa;EE;CANDIDO MENDES DE ALMEIDA;184;PRACA;3908290;JARDIM NOVO CARRAO;URBANA;-46,50743103;-23,5803299;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2070;BENEDITO ESTEVAM DOS SANTOS DOUTOR;Ativa;EE;AGUAPEI;831;RUA;3325000;VILA SANTO ESTEVAO;URBANA;-46,5546875;-23,55087662;
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA FORMOSA;2082;BLANCA ZWICKER SIMOES PROFESSORA;Ativa;EE;MARIO TEIXEIRA INSPETOR;41;RUA;3335100;JARDIM ANALIA FRANCO;URBANA;-46,56600189;-23,55594063;
ESTADUAL - SE;LESTE 5;SAO PAULO;CARRAO;2094;FREDERICO VERGUEIRO STEIDEL;Ativa;EE;ATLANTIDA;8;RUA;3421030;VILA CARRAO;URBANA;-46,54599762;-23,55512428;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2100;ERASMO BRAGA;Ativa;EE;MARIA EUGENIA;190;RUA;3081030;TATUAPE;URBANA;-46,57382965;-23,53373909;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2112;CONGONHAS DO CAMPO VISCONDE DE;Ativa;EE;TUIUTI;2051;RUA;3307005;TATUAPE;URBANA;-46,57463074;-23,54368973;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2124;CARLOS ESCOBAR;Ativa;EE;ADELINO DE ALMEIDA CASTILHO;178;RUA;3073050;MARANHAO;URBANA;-46,55641937;-23,53318024;
ESTADUAL - SE;LESTE 5;SAO PAULO;ARICANDUVA;2136;CARAMURU;Ativa;EE;REGO BARROS;501;RUA;3460000;JARDIM VILA FORMOSA;URBANA;-46,51810074;-23,56398964;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2148;PAULO NOVAES DE CARVALHO PROFESSOR;Ativa;EE;FRANCISCO MARENGO;475;RUA;3313000;TATUAPE;URBANA;-46,55889893;-23,54153061;
ESTADUAL - SE;LESTE 5;SAO PAULO;CARRAO;2159;PEDRO ARBUES CORONEL;Ativa;EE;LUCINDA GOMES BARRETO;605;RUA;3440040;VILA NOVA MANCHESTER;URBANA;-46,5404573;-23,54598337;
ESTADUAL - SE;LESTE 5;SAO PAULO;CARRAO;2161;SALVADOR ROCCO PROFESSOR;Ativa;EE;RENATO RINALDI;31;RUA;3426000;VILA CARRAO;URBANA;-46,54563364;-23,54837556;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2173;JOAO BORGES PROFESSOR;Ativa;EE;ITAPURA;976;RUA;3310000;VILA GOMES CARDIM;URBANA;-46,56600189;-23,54730034;
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA FORMOSA;2197;IRENE DE LIMA PAIVA PROFESSORA;Ativa;EE;LUTECIA;1966;RUA;3423000;VILA CARRAO;URBANA;-46,54087067;-23,56059074;
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA FORMOSA;2203;JOSE MARQUES DA CRUZ PROFESSOR;Ativa;EE;ARACE;563;RUA;3362050;VILA FORMOSA;URBANA;-46,54230881;-23,56166077;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2227;BENEDITA RIBAS F SILVEIRA PROFESSORA;Ativa;EE;JOSE TAVARES DE SIQUEIRA;198;RUA;3085030;PARQUE SAO JORGE;URBANA;-46,5680809;-23,53259087;
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA FORMOSA;2239;ALMERINDA RODRIGUES MELLO PROFESSORA;Ativa;EE;RUA REI ALBERTO DA BELGICA;571;RUA;3381000;CHACARA BELENZINHO;URBANA;-46,53411102;-23,5768795;
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA FORMOSA;2240;ANTONIO CANDIDO BARONE;Ativa;EE;ANGA;110;RUA;3360000;VILA FORMOSA;URBANA;-46,54896927;-23,57061005;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2252;ASCENDINO REIS PROFESSOR;Ativa;EE;TUIUTI;2865;RUA;3307005;TATUAPE;URBANA;-46,57300186;-23,55069923;
ESTADUAL - SE;LESTE 5;SAO PAULO;TATUAPE;2264;OSWALDO CATALANO;Ativa;EE;FILIPE CAMARAO;350;RUA;3065000;TATUAPE;URBANA;-46,57949829;-23,53829956;
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA FORMOSA;2288;PAULO CAVALCANTI ALBUQUERQUE PROFESSOR;Ativa;EE;FABIO;167;RUA;3378060;CHACARA BELENZINHO;URBANA;-46,53960037;-23,57500076;
ESTADUAL - SE;LESTE 5;SAO PAULO;VILA FORMOSA;2297;ORVILLE DERBY;Ativa;EE;SAIGON;55;RUA;3360010;VILA FORMOSA;URBANA;-46,54386902;-23,5680294;
ESTADUAL - SE;LESTE 5;SAO PAULO;ARICANDUVA;2318;SANTOS AMARO DA CRUZ PROFESSOR;Ativa;EE;BARREIRA GRANDE;795;AVENIDA;3386000;JARDIM COLORADO;URBANA;-46,52710111;-23,58413462;
ESTADUAL - SE;LESTE 4;SAO PAULO;SAO MATEUS;2331;PILAR GARCIA VIDAL DONA;Ativa;EE;AGENOR CALDEIRA DINIZ PASTOR;48;RUA;3935080;JARDIM IMPERADOR ZONA LESTE;URBANA;-46,49860001;-23,5848999;
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;2343;MARIA LOURDES N ALBERGARIA PROFA;Ativa;EE;JOSE MASCARENHAS;456;RUA;3515000;VILA MATILDE;URBANA;-46,53290176;-23,53930092;
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;2355;MARISA DE MELLO PROFA;Ativa;EE;LUIS CARLOS DOUTOR;1400;RUA;3505000;VILA ARICANDUVA;URBANA;-46,53789902;-23,53380013;
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;2367;OLGA MARINOVIC DORO PROFA;Ativa;EE;CUSTODIO LOBO;29;RUA;3525080;JARDIM MARINGA;URBANA;-46,51425934;-23,55250359;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2379;RITA JULIA DE OLIVEIRA PROFESSORA;Ativa;EE;MIRANDINHA;881;RUA;3641000;PENHA DE FRANCA;URBANA;-46,53556061;-23,53001022;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2380;SANTOS DUMONT;Ativa;EE;OITO DE SETEMBRO;73;PRACA;3606030;PENHA DE FRANCA;URBANA;-46,54850006;-23,52397919;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2392;JOSE BARTOCCI PROFESSOR;Ativa;EE;SERAPIAO SAO;396;RUA;3664000;VILA RE;URBANA;-46,49898911;-23,52753067;
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;2409;LUIZ ANTONIO FRAGOSO PROF;Ativa;EE;ANTONIO ESTEVAO DE CARVALHO;1778;AVENIDA;3540100;CIDADE PATRIARCA;URBANA;-46,50669861;-23,5284996;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2410;THEODOMIRO EMERIQUE PROFESSOR;Ativa;EE;UICO;533;RUA;3621020;VILA MARIETA;URBANA;-46,52164584;-23,52190028;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2422;GABRIEL ORTIZ PROFESSOR;Ativa;EE;AMADOR BUENO DA VEIGA;2932;AVENIDA;3652000;PENHA DE FRANCA;URBANA;-46,51789856;-23,52280045;
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;2434;JAMIL PEDRO SAWAYA PROF;Ativa;EE;PALMEIRINA;189;RUA;3556010;CIDADE PATRIARCA;URBANA;-46,5018;-23,5414;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2446;JOSE DE CAMPOS CAMARGO PROFESSOR;Ativa;EE;SEVERIANO SAO;217;RUA;3613030;VILA SANTANA;URBANA;-46,53310327;-23,5181716;
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;2458;BERNARDO RODRIGUES NOGUEIRA DOM;Ativa;EE;JOAO MARIA OGNO DOM;481;RUA;3530050;VILA MATILDE;URBANA;-46,5187149;-23,53845024;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2461;JOAO MARIA OGNO OSB DOM;Ativa;EE;MARIA CARLOTA;400;RUA;3647000;VILA ESPERANCA;URBANA;-46,52848816;-23,52515984;
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;2471;ZALINA ROLIM DONA;Ativa;EE;LUIS CARLOS DOUTOR;740;RUA;3505000;VILA ARICANDUVA;URBANA;-46,54410172;-23,53499985;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2483;ESTHER FRANKEL SAMPAIO;Ativa;EE;RUA TUJUBA;1475;RUA;3610000;PENHA DE FRANCA;URBANA;-46,54199982;-23,51499939;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2513;NOSSA SENHORA DA PENHA;Ativa;EE;RUA PADRE BENEDITO DE CAMARGO;762;RUA;3604000;PENHA DE FRANCA;URBANA;-46,5481581;-23,5211496;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2525;ANTAO PADRE;Ativa;EE;RUA SANTO AFONSO;273;RUA;3632020;PENHA;URBANA;-46,54816055;-23,52869034;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2537;ADALGISA MOREIRA PIRES PROFESSORA;Ativa;EE;MARCIANO CAPELLA;257;RUA;3669030;VILA RE;URBANA;-46,4932785;-23,5309391;
ESTADUAL - SE;LESTE 4;SAO PAULO;VILA MATILDE;2549;ADELAIDE FERRAZ DE OLIVEIRA PROFA;Ativa;EE;BENTO DO SAPUCAI SAO;677;RUA;3542050;VILA GUILHERMINA;URBANA;-46,51470184;-23,5326004;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2550;MARIA APARECIDA DE CASTRO MASIERO PROFESSORA;Ativa;EE;PANGAUA;210;RUA;3665010;VILA RE;URBANA;-46,49914169;-23,52988052;
ESTADUAL - SE;LESTE 1;SAO PAULO;PENHA;2562;MARIA DE CARVALHO SENNE PROFESSORA;Ativa;EE;PUQUIXA;SN;RUA;3656060;VILA RE;URBANA;-46,50952911;-23,5250206;
